video_id,duration_sec,frames_per_sec,width,height,rn
R103120,60.027,29.97,480,360,3120
R103121,29.0,24.0,640,360,3121
R103122,60.027,29.97,640,360,3122
R103123,16.017,29.97,640,360,3123
R103124,39.582,23.976,480,360,3124
R103125,60.027,29.97,480,360,3125
R103126,9.71,29.97,480,360,3126
R103127,23.257,29.97,360,480,3127
R103128,11.712,29.97,480,360,3128
R103129,60.027,29.97,640,360,3129
R103130,20.688,29.97,480,360,3130
R103131,11.746,29.97,480,360,3131
R103132,9.777,29.97,544,360,3132
R103133,8.876,29.97,640,360,3133
R103134,7.008,29.97,640,360,3134
R103135,13.147,29.97,640,360,3135
R103136,59.026,29.97,640,360,3136
R103137,12.013,29.97,640,360,3137
R103138,17.518,29.97,480,360,3138
R103139,20.788,29.97,480,360,3139
R103140,60.027,29.97,480,360,3140
R103141,5.239,29.97,360,480,3141
R103142,23.858,23.976,640,360,3142
R103143,15.282,29.97,480,360,3143
R103144,5.673,29.97,480,360,3144
R103145,36.917,24.0,640,360,3145
R103146,14.582,29.97,640,360,3146
R103147,23.758,29.97,360,640,3147
R103148,21.522,29.97,480,360,3148
R103149,25.026,29.97,480,360,3149
R103150,49.383,29.97,480,360,3150
R103151,52.053,29.97,480,360,3151
R103152,51.152,29.97,640,360,3152
R103153,54.088,29.97,568,320,3153
R103154,13.806,23.976,480,360,3154
R103155,60.0,24.0,640,360,3155
R103156,55.264,23.976,640,360,3156
R103157,38.539,29.97,640,360,3157
R103158,16.05,29.97,480,360,3158
R103159,15.099,23.976,640,360,3159
R103160,21.022,29.97,480,360,3160
R103161,8.0,24.0,640,360,3161
R103162,20.588,29.97,640,360,3162
R103163,60.027,29.97,480,360,3163
R103164,25.359,29.97,640,360,3164
R103165,13.114,29.97,360,480,3165
R103166,48.115,29.97,360,640,3166
R103167,60.027,29.97,480,360,3167
R103168,60.0,24.0,640,360,3168
R103169,15.433,23.976,640,360,3169
R103170,26.5,24.0,640,360,3170
R103171,15.716,29.97,480,360,3171
R103172,31.532,29.97,640,360,3172
R103173,52.353,29.97,480,360,3173
R103174,21.022,29.97,480,360,3174
R103175,60.027,29.97,480,360,3175
R103176,24.658,29.97,480,360,3176
R103177,5.506,29.97,480,360,3177
R103178,23.04,25.0,480,360,3178
R103179,29.663,29.97,480,360,3179
R103180,33.901,29.97,480,360,3180
R103181,26.66,29.97,480,360,3181
R103182,10.144,29.97,544,360,3182
R103183,26.994,29.97,640,360,3183
R103184,8.342,29.97,640,360,3184
R103185,41.375,29.97,544,360,3185
R103186,60.027,29.97,480,360,3186
R103187,60.027,29.97,480,360,3187
R103188,60.0,25.0,480,360,3188
R103189,17.184,29.97,480,360,3189
R103190,14.215,29.97,480,360,3190
R103191,26.06,29.97,480,360,3191
R103192,12.93,23.976,640,360,3192
R103193,36.604,29.97,640,360,3193
R103194,26.46,29.97,480,360,3194
R103195,40.274,29.97,640,360,3195
R103196,30.798,29.97,480,360,3196
R103197,31.766,29.97,480,360,3197
R103198,60.027,29.97,360,608,3198
R103199,17.5,24.0,640,360,3199
R103200,27.161,29.97,640,360,3200
R103201,10.778,29.97,640,360,3201
R103202,44.045,29.97,480,360,3202
R103203,39.6,25.0,480,360,3203
R103204,31.699,29.97,360,640,3204
R103205,46.013,29.97,640,360,3205
R103206,17.0,24.0,640,360,3206
R103207,18.386,29.97,360,640,3207
R103208,36.0,24.0,640,360,3208
R103209,12.38,29.97,480,360,3209
R103210,48.334,24.0,640,360,3210
R103211,26.627,29.97,480,360,3211
R103212,17.852,29.97,480,360,3212
R103213,11.946,29.97,640,360,3213
R103214,35.836,29.97,640,352,3214
R103215,32.992,23.976,360,640,3215
R103216,21.022,29.97,480,360,3216
R103217,14.815,29.97,480,360,3217
R103218,9.477,29.97,640,360,3218
R103219,29.75,24.0,640,360,3219
R103220,39.54,29.97,640,360,3220
R103221,54.055,29.97,480,360,3221
R103222,24.291,29.97,360,640,3222
R103223,45.613,29.97,480,360,3223
R103224,60.027,29.97,480,360,3224
R103225,60.027,29.97,544,360,3225
R103226,60.027,29.97,640,360,3226
R103227,51.052,29.97,480,360,3227
R103228,29.597,29.97,640,360,3228
R103229,21.088,29.97,480,360,3229
R103230,17.0,24.0,640,360,3230
R103231,55.623,29.97,480,360,3231
R103232,19.487,29.97,480,360,3232
R103233,24.525,29.97,640,360,3233
R103234,8.142,29.97,640,360,3234
R103235,54.989,29.97,480,360,3235
R103236,32.266,29.97,640,360,3236
R103237,60.027,29.97,480,360,3237
R103238,15.783,29.97,544,360,3238
R103239,60.027,29.97,480,360,3239
R103240,53.846,23.976,640,360,3240
R103241,14.382,29.97,480,352,3241
R103242,10.75,24.0,360,640,3242
R103243,26.293,29.97,480,360,3243
R103244,60.027,29.97,480,360,3244
R103245,11.16,25.0,640,360,3245
R103246,43.21,29.97,480,360,3246
R103247,20.16,25.0,480,360,3247
R103248,10.544,29.97,480,360,3248
R103249,27.962,29.97,480,360,3249
R103250,17.351,29.97,640,360,3250
R103251,60.027,29.97,480,360,3251
R103252,32.433,29.97,480,360,3252
R103253,14.148,29.97,640,360,3253
R103254,14.982,29.97,360,368,3254
R103255,29.196,23.976,640,360,3255
R103256,60.027,29.97,544,360,3256
R103257,28.396,29.97,480,360,3257
R103258,60.027,29.97,480,360,3258
R103259,10.544,29.97,640,360,3259
R103260,14.315,29.97,480,360,3260
R103261,46.44,25.0,640,360,3261
R103262,8.642,29.97,640,360,3262
R103263,60.0,25.0,480,360,3263
R103264,59.167,24.0,640,360,3264
R103265,8.943,29.97,640,360,3265
R103266,23.19,29.97,480,360,3266
R103267,36.17,29.97,640,360,3267
R103268,60.027,29.97,640,360,3268
R103269,7.008,29.97,480,360,3269
R103270,23.04,25.0,448,360,3270
R103271,36.56,25.0,480,360,3271
R103272,26.093,29.97,320,568,3272
R103273,60.0,25.0,640,360,3273
R103274,30.464,29.97,640,360,3274
R103275,21.789,29.97,360,480,3275
R103276,7.274,29.97,480,360,3276
R103277,16.517,29.97,640,360,3277
R103278,5.74,29.97,640,360,3278
R103279,60.0,25.0,640,360,3279
R103280,31.265,29.97,640,360,3280
R103281,60.027,29.97,480,360,3281
R103282,24.992,29.97,480,360,3282
R103283,46.647,29.97,480,360,3283
R103284,48.716,29.97,640,360,3284
R103285,16.884,29.97,480,360,3285
R103286,12.446,29.97,480,360,3286
R103287,55.222,29.97,640,360,3287
R103288,60.027,29.97,480,360,3288
R103289,28.029,29.97,480,360,3289
R103290,60.027,29.97,640,360,3290
R103291,38.539,23.976,640,360,3291
R103292,9.61,29.97,480,360,3292
R103293,11.912,29.97,640,360,3293
R103294,49.316,29.97,480,360,3294
R103295,10.12,25.0,640,360,3295
R103296,43.077,29.97,568,320,3296
R103297,36.637,29.97,480,360,3297
R103298,27.528,29.97,640,360,3298
R103299,27.595,29.97,480,360,3299
R103300,60.027,29.97,480,360,3300
R103301,60.027,29.97,640,360,3301
R103302,27.695,29.97,480,360,3302
R103303,33.534,29.97,480,360,3303
R103304,11.145,29.97,640,360,3304
R103305,40.041,29.97,480,360,3305
R103306,15.916,29.97,360,640,3306
R103307,10.0,24.0,640,360,3307
R103308,27.028,23.976,640,360,3308
R103309,60.027,29.97,480,360,3309
R103310,37.972,29.97,480,360,3310
R103311,30.965,29.97,360,544,3311
R103312,24.025,29.97,640,360,3312
R103313,34.568,29.97,640,360,3313
R103314,17.551,29.97,480,360,3314
R103315,38.572,29.97,480,360,3315
R103316,16.384,29.97,480,360,3316
R103317,14.515,29.97,480,360,3317
R103318,27.762,29.97,480,360,3318
R103319,20.421,29.97,480,360,3319
R103320,12.446,29.97,360,640,3320
R103321,22.256,29.97,640,360,3321
R103322,60.019,23.976,640,360,3322
R103323,46.28,29.97,544,360,3323
R103324,14.382,29.97,480,360,3324
R103325,26.2,25.0,480,360,3325
R103326,23.04,25.0,480,360,3326
R103327,15.516,29.97,640,360,3327
R103328,8.634,23.976,640,360,3328
R103329,25.026,29.97,640,360,3329
R103330,13.047,29.97,640,360,3330
R103331,15.516,29.97,640,360,3331
R103332,20.88,25.0,480,360,3332
R103333,42.834,24.0,360,640,3333
R103334,22.089,29.97,640,360,3334
R103335,28.496,29.97,544,360,3335
R103336,8.776,29.97,480,360,3336
R103337,38.139,29.97,640,360,3337
R103338,28.8,25.0,480,360,3338
R103339,18.919,29.97,480,360,3339
R103340,14.148,29.97,480,360,3340
R103341,36.47,29.97,480,360,3341
R103342,60.027,29.97,480,360,3342
R103343,48.649,29.97,640,360,3343
R103344,10.811,29.97,480,360,3344
R103345,60.027,29.97,640,360,3345
R103346,60.027,29.97,480,360,3346
R103347,9.885,23.976,640,360,3347
R103348,59.66,29.97,500,332,3348
R103349,12.113,29.97,480,360,3349
R103350,24.48,25.0,480,360,3350
R103351,10.144,29.97,640,352,3351
R103352,60.0,24.0,640,360,3352
R103353,47.448,29.97,480,360,3353
R103354,19.153,29.97,640,360,3354
R103355,60.027,29.97,544,360,3355
R103356,6.674,29.97,480,360,3356
R103357,18.486,29.97,360,640,3357
R103358,15.349,29.97,640,360,3358
R103359,60.027,29.97,640,360,3359
R103360,23.524,29.97,640,360,3360
R103361,10.244,29.97,480,360,3361
R103362,31.966,29.97,480,360,3362
R103363,19.553,29.97,480,360,3363
R103364,60.027,29.97,640,360,3364
R103365,44.879,29.97,480,360,3365
R103366,14.148,29.97,480,360,3366
R103367,5.039,29.97,544,360,3367
R103368,60.027,29.97,640,360,3368
R103369,22.023,29.97,480,360,3369
R103370,10.678,29.97,640,360,3370
R103371,60.027,29.97,640,360,3371
R103372,7.074,29.97,480,360,3372
R103373,22.5,24.0,640,360,3373
R103374,11.012,29.97,480,360,3374
R103375,15.316,29.97,480,360,3375
R103376,18.185,29.97,640,360,3376
R103377,34.769,29.97,640,360,3377
R103378,16.017,29.97,640,360,3378
R103379,36.32,25.0,640,360,3379
R103380,57.291,29.97,480,360,3380
R103381,37.238,29.97,640,360,3381
R103382,19.42,29.97,480,360,3382
R103383,60.0,25.0,480,360,3383
R103384,23.057,29.97,640,360,3384
R103385,39.34,29.97,480,360,3385
R103386,41.04,25.0,448,360,3386
R103387,31.991,23.976,480,360,3387
R103388,19.834,24.0,640,360,3388
R103389,25.059,29.97,360,480,3389
R103390,36.637,29.97,480,360,3390
R103391,60.0,25.0,480,360,3391
R103392,16.584,29.97,640,360,3392
R103393,60.027,29.97,480,360,3393
R103394,20.721,29.97,640,360,3394
R103395,45.246,29.97,640,360,3395
R103396,29.113,23.976,480,360,3396
R103397,27.661,29.97,640,360,3397
R103398,12.38,29.97,480,360,3398
R103399,30.459,24.0,640,360,3399
R103400,22.023,29.97,480,360,3400
R103401,30.781,23.976,640,360,3401
R103402,43.277,29.97,544,360,3402
R103403,60.0,25.0,480,360,3403
R103404,16.984,29.97,480,360,3404
R103405,40.141,29.97,640,360,3405
R103406,17.32,25.0,640,360,3406
R103407,46.147,29.97,360,480,3407
R103408,17.643,23.976,640,360,3408
R103409,27.028,29.97,640,360,3409
R103410,24.025,29.97,640,360,3410
R103411,28.529,29.97,480,360,3411
R103412,26.027,29.97,480,360,3412
R103413,36.537,29.97,544,360,3413
R103414,37.872,29.97,480,360,3414
R103415,14.915,29.97,480,360,3415
R103416,60.0,25.0,640,360,3416
R103417,16.117,29.97,640,360,3417
R103418,35.436,29.97,480,360,3418
R103419,27.028,29.97,640,360,3419
R103420,46.213,29.97,640,360,3420
R103421,10.011,29.97,480,360,3421
R103422,16.283,29.97,480,360,3422
R103423,16.317,29.97,544,360,3423
R103424,29.03,29.97,640,360,3424
R103425,12.805,23.976,640,360,3425
R103426,16.717,29.97,480,360,3426
R103427,60.027,29.97,480,360,3427
R103428,60.027,29.97,640,360,3428
R103429,59.393,29.97,480,360,3429
R103430,11.721,23.976,640,360,3430
R103431,10.8,25.0,480,360,3431
R103432,8.109,29.97,480,360,3432
R103433,37.838,29.97,480,360,3433
R103434,21.455,29.97,480,360,3434
R103435,29.93,29.97,640,360,3435
R103436,13.52,25.0,640,360,3436
R103437,6.741,29.97,480,360,3437
R103438,24.925,29.97,360,640,3438
R103439,11.0,24.0,640,360,3439
R103440,34.935,29.97,640,360,3440
R103441,42.743,29.97,480,360,3441
R103442,50.618,29.97,480,360,3442
R103443,21.6,25.0,480,360,3443
R103444,21.522,29.97,480,360,3444
R103445,60.027,29.97,480,360,3445
R103446,35.302,29.97,640,360,3446
R103447,49.45,29.97,640,360,3447
R103448,23.024,23.976,480,360,3448
R103449,11.971,23.976,640,360,3449
R103450,26.66,29.97,480,360,3450
R103451,60.027,29.97,480,360,3451
R103452,56.323,29.97,544,360,3452
R103453,10.711,29.97,640,360,3453
R103454,16.217,29.97,480,360,3454
R103455,34.468,29.97,640,360,3455
R103456,14.548,29.97,640,360,3456
R103457,60.027,29.97,640,360,3457
R103458,17.418,29.97,640,360,3458
R103459,27.995,29.97,480,360,3459
R103460,7.708,29.97,544,360,3460
R103461,20.154,29.97,360,640,3461
R103462,6.407,29.97,360,368,3462
R103463,60.027,29.97,480,360,3463
R103464,60.027,29.97,360,640,3464
R103465,11.045,29.97,640,360,3465
R103466,9.643,29.97,568,320,3466
R103467,11.012,29.97,480,360,3467
R103468,21.0,25.0,640,352,3468
R103469,30.281,23.976,640,360,3469
R103470,27.928,29.97,360,480,3470
R103471,32.033,29.97,480,360,3471
R103472,60.027,29.97,640,360,3472
R103473,42.61,29.97,640,360,3473
R103474,27.395,29.97,480,360,3474
R103475,60.027,29.97,480,360,3475
R103476,19.954,29.97,480,360,3476
R103477,45.98,29.97,640,360,3477
R103478,11.579,29.97,480,360,3478
R103479,60.027,29.97,480,360,3479
R103480,9.076,29.97,480,352,3480
R103481,27.728,29.97,640,360,3481
R103482,60.027,29.97,640,360,3482
R103483,42.61,29.97,480,360,3483
R103484,60.027,29.97,480,360,3484
R103485,41.742,29.97,640,360,3485
R103486,50.96,25.0,640,360,3486
R103487,7.375,29.97,640,360,3487
R103488,39.573,29.97,640,360,3488
R103489,19.52,29.97,480,360,3489
R103490,60.0,24.0,640,360,3490
R103491,32.433,29.97,480,360,3491
R103492,32.133,29.97,480,360,3492
R103493,46.32,25.0,640,360,3493
R103494,57.76,25.0,640,360,3494
R103495,15.683,29.97,640,360,3495
R103496,60.0,24.0,640,360,3496
R103497,7.008,29.97,480,360,3497
R103498,31.999,29.97,480,360,3498
R103499,24.692,29.97,640,360,3499
R103500,29.363,29.97,480,360,3500
R103501,36.137,29.97,480,360,3501
R103502,14.515,29.97,480,360,3502
R103503,14.015,29.97,480,360,3503
R103504,48.883,29.97,480,360,3504
R103505,8.042,29.97,640,360,3505
R103506,21.689,29.97,640,360,3506
R103507,34.602,29.97,640,360,3507
R103508,44.945,29.97,544,360,3508
R103509,36.47,29.97,480,360,3509
R103510,25.092,29.97,544,360,3510
R103511,27.028,29.97,640,360,3511
R103512,22.423,29.97,480,360,3512
R103513,60.027,29.97,568,320,3513
R103514,16.92,25.0,480,360,3514
R103515,9.5,24.0,640,360,3515
R103516,15.649,29.97,360,480,3516
R103517,54.088,29.97,320,568,3517
R103518,46.714,29.97,640,360,3518
R103519,60.027,29.97,480,360,3519
R103520,51.6,25.0,640,360,3520
R103521,31.432,29.97,480,360,3521
R103522,12.246,29.97,640,360,3522
R103523,12.88,29.97,360,640,3523
R103524,28.0,24.0,640,360,3524
R103525,9.243,29.97,480,360,3525
R103526,14.882,29.97,640,360,3526
R103527,12.513,29.97,544,360,3527
R103528,7.008,29.97,480,360,3528
R103529,23.29,29.97,480,360,3529
R103530,60.027,29.97,640,360,3530
R103531,22.323,29.97,568,320,3531
R103532,19.553,29.97,480,360,3532
R103533,60.019,23.976,640,360,3533
R103534,18.269,23.976,480,360,3534
R103535,30.664,29.97,640,360,3535
R103536,11.012,29.97,480,360,3536
R103537,31.198,29.97,480,360,3537
R103538,8.009,29.97,640,360,3538
R103539,31.198,29.97,480,360,3539
R103540,24.725,29.97,480,360,3540
R103541,9.01,29.97,480,360,3541
R103542,52.053,29.97,480,360,3542
R103543,53.054,29.97,640,360,3543
R103544,60.027,29.97,480,360,3544
R103545,60.0,25.0,640,360,3545
R103546,40.808,29.97,480,360,3546
R103547,59.326,29.97,480,360,3547
R103548,60.027,29.97,640,360,3548
R103549,43.544,29.97,480,360,3549
R103550,29.989,23.976,480,360,3550
R103551,18.052,29.97,640,360,3551
R103552,26.36,29.97,480,360,3552
R103553,54.972,23.976,360,640,3553
R103554,10.611,29.97,480,360,3554
R103555,20.021,29.97,640,360,3555
R103556,11.145,29.97,480,360,3556
R103557,35.269,29.97,360,640,3557
R103558,19.286,29.97,640,360,3558
R103559,60.027,29.97,480,360,3559
R103560,39.073,29.97,480,360,3560
R103561,50.017,29.97,480,360,3561
R103562,7.008,29.97,480,360,3562
R103563,51.152,29.97,480,360,3563
R103564,6.707,29.97,480,360,3564
R103565,30.731,29.97,480,360,3565
R103566,15.249,29.97,480,360,3566
R103567,6.84,25.0,480,360,3567
R103568,52.119,29.97,640,360,3568
R103569,10.084,24.0,640,360,3569
R103570,17.852,29.97,480,360,3570
R103571,28.229,29.97,360,480,3571
R103572,60.027,29.97,640,360,3572
R103573,18.0,24.0,640,360,3573
R103574,11.312,29.97,480,360,3574
R103575,60.027,29.97,480,360,3575
R103576,22.823,29.97,640,360,3576
R103577,36.537,29.97,480,360,3577
R103578,60.0,25.0,432,360,3578
R103579,29.096,29.97,640,360,3579
R103580,21.022,29.97,640,360,3580
R103581,18.152,29.97,480,360,3581
R103582,31.732,29.97,640,360,3582
R103583,60.027,29.97,480,360,3583
R103584,16.017,23.976,640,360,3584
R103585,22.189,29.97,480,360,3585
R103586,5.906,29.97,480,360,3586
R103587,20.021,29.97,480,360,3587
R103588,25.026,29.97,480,360,3588
R103589,60.027,29.97,480,360,3589
R103590,40.541,29.97,480,360,3590
R103591,6.374,29.97,480,360,3591
R103592,60.027,29.97,480,360,3592
R103593,14.548,29.97,480,360,3593
R103594,32.4,29.97,640,360,3594
R103595,17.268,23.976,640,360,3595
R103596,22.39,29.97,640,356,3596
R103597,29.03,29.97,640,360,3597
R103598,10.444,29.97,640,360,3598
R103599,60.027,29.97,640,360,3599
R103600,38.831,23.976,640,360,3600
R103601,14.915,29.97,640,360,3601
R103602,6.707,29.97,360,368,3602
R103603,11.912,29.97,640,360,3603
R103604,22.542,24.0,640,360,3604
R103605,13.08,29.97,480,360,3605
R103606,60.027,29.97,640,360,3606
R103607,29.663,29.97,480,360,3607
R103608,24.058,29.97,480,360,3608
R103609,46.48,25.0,640,360,3609
R103610,18.152,29.97,480,360,3610
R103611,23.457,29.97,640,360,3611
R103612,16.317,29.97,360,640,3612
R103613,8.442,29.97,480,360,3613
R103614,23.424,29.97,360,640,3614
R103615,60.027,29.97,640,360,3615
R103616,56.59,29.97,480,360,3616
R103617,14.115,29.97,480,360,3617
R103618,60.027,29.97,480,360,3618
R103619,34.635,29.97,480,360,3619
R103620,60.0,24.0,360,640,3620
R103621,22.323,29.97,360,480,3621
R103622,14.615,29.97,640,360,3622
R103623,60.0,25.0,576,360,3623
R103624,29.597,29.97,480,360,3624
R103625,7.091,23.976,480,360,3625
R103626,60.027,29.97,480,360,3626
R103627,21.022,29.97,480,360,3627
R103628,6.507,29.97,480,360,3628
R103629,60.027,29.97,640,360,3629
R103630,60.027,29.97,480,360,3630
R103631,31.132,29.97,360,640,3631
R103632,10.778,29.97,544,360,3632
R103633,5.959,24.0,360,640,3633
R103634,23.924,29.97,640,360,3634
R103635,60.019,23.976,640,360,3635
R103636,14.448,29.97,480,360,3636
R103637,11.47,23.976,480,360,3637
R103638,22.0,24.0,640,360,3638
R103639,40.608,29.97,480,360,3639
R103640,60.027,29.97,480,360,3640
R103641,14.215,29.97,480,360,3641
R103642,13.714,29.97,640,360,3642
R103643,60.027,29.97,640,360,3643
R103644,42.043,29.97,480,360,3644
R103645,33.768,29.97,480,360,3645
R103646,47.506,23.976,544,360,3646
R103647,40.041,29.97,640,360,3647
R103648,54.088,29.97,480,360,3648
R103649,17.018,29.97,360,480,3649
R103650,60.027,29.97,640,360,3650
R103651,35.403,29.97,640,360,3651
R103652,56.691,29.97,640,360,3652
R103653,32.033,29.97,640,360,3653
R103654,12.146,29.97,480,360,3654
R103655,60.027,29.97,480,360,3655
R103656,13.647,29.97,640,360,3656
R103657,30.084,24.0,640,360,3657
R103658,60.027,29.97,360,640,3658
R103659,60.027,29.97,480,360,3659
R103660,17.618,29.97,640,360,3660
R103661,25.726,29.97,640,360,3661
R103662,26.527,29.97,480,360,3662
R103663,22.68,25.0,480,360,3663
R103664,22.667,24.0,360,640,3664
R103665,34.135,29.97,568,320,3665
R103666,60.027,29.97,640,360,3666
R103667,60.027,29.97,480,360,3667
R103668,8.009,29.97,640,360,3668
R103669,36.804,29.97,640,360,3669
R103670,60.027,29.97,640,360,3670
R103671,51.48,25.0,480,360,3671
R103672,14.815,29.97,640,360,3672
R103673,27.795,29.97,640,360,3673
R103674,60.027,29.97,480,360,3674
R103675,60.027,29.97,480,360,3675
R103676,6.04,29.97,640,360,3676
R103677,6.607,29.97,480,360,3677
R103678,60.027,29.97,640,360,3678
R103679,52.687,29.97,640,360,3679
R103680,21.0,25.0,448,360,3680
R103681,23.858,29.97,480,360,3681
R103682,60.0,24.0,360,640,3682
R103683,23.024,29.97,480,360,3683
R103684,41.0,24.0,640,360,3684
R103685,60.0,25.0,448,360,3685
R103686,9.243,29.97,544,360,3686
R103687,24.825,29.97,480,360,3687
R103688,13.814,29.97,640,360,3688
R103689,13.014,23.976,480,360,3689
R103690,6.307,29.97,360,368,3690
R103691,18.652,29.97,544,360,3691
R103692,26.0,25.0,640,360,3692
R103693,31.298,29.97,480,360,3693
R103694,58.926,29.97,480,360,3694
R103695,17.785,29.97,640,360,3695
R103696,15.216,29.97,480,360,3696
R103697,21.088,29.97,480,360,3697
R103698,60.027,29.97,640,360,3698
R103699,10.144,29.97,544,360,3699
R103700,61.56,25.0,480,360,3700
R103701,29.897,29.97,480,360,3701
R103702,42.943,29.97,568,320,3702
R103703,10.244,29.97,480,360,3703
R103704,10.511,29.97,640,360,3704
R103705,7.975,29.97,640,360,3705
R103706,60.0,25.0,608,360,3706
R103707,87.12,25.0,480,360,3707
R103708,11.746,29.97,568,320,3708
R103709,9.043,29.97,480,360,3709
R103710,14.849,29.97,480,360,3710
R103711,16.951,29.97,480,360,3711
R103712,60.027,29.97,640,360,3712
R103713,49.116,29.97,480,360,3713
R103714,37.538,29.97,568,320,3714
R103715,60.027,29.97,480,360,3715
R103716,23.324,29.97,480,360,3716
R103717,8.576,29.97,360,640,3717
R103718,34.735,29.97,480,360,3718
R103719,21.589,29.97,640,360,3719
R103720,60.027,29.97,480,360,3720
R103721,35.202,29.97,360,640,3721
R103722,28.629,29.97,480,360,3722
R103723,48.049,29.97,480,360,3723
R103724,24.025,29.97,480,360,3724
R103725,12.513,29.97,480,360,3725
R103726,10.177,29.97,640,360,3726
R103727,36.704,29.97,480,360,3727
R103728,26.26,29.97,544,360,3728
R103729,43.0,24.0,544,360,3729
R103730,60.027,29.97,480,360,3730
R103731,20.12,25.0,480,360,3731
R103732,39.24,25.0,480,360,3732
R103733,42.076,29.97,640,360,3733
R103734,27.028,29.97,480,360,3734
R103735,29.897,29.97,480,360,3735
R103736,17.385,29.97,480,360,3736
R103737,35.334,24.0,640,360,3737
R103738,37.538,29.97,360,480,3738
R103739,38.539,29.97,480,360,3739
R103740,60.027,29.97,448,360,3740
R103741,23.424,29.97,480,360,3741
R103742,32.033,29.97,480,360,3742
R103743,59.827,29.97,640,360,3743
R103744,19.687,29.97,480,360,3744
R103745,38.039,29.97,480,360,3745
R103746,22.223,29.97,640,360,3746
R103747,60.027,29.97,480,360,3747
R103748,21.555,29.97,480,360,3748
R103749,11.946,29.97,480,360,3749
R103750,60.027,29.97,360,640,3750
R103751,60.019,23.976,640,360,3751
R103752,7.541,29.97,640,360,3752
R103753,10.0,24.0,640,360,3753
R103754,50.0,25.0,640,360,3754
R103755,16.25,29.97,360,640,3755
R103756,60.019,23.976,512,360,3756
R103757,59.794,29.97,360,640,3757
R103758,12.08,25.0,640,360,3758
R103759,42.043,29.97,640,360,3759
R103760,60.027,29.97,480,360,3760
R103761,60.0,25.0,432,360,3761
R103762,19.887,29.97,480,360,3762
R103763,30.04,25.0,480,360,3763
R103764,16.317,29.97,640,360,3764
R103765,60.027,29.97,480,360,3765
R103766,60.027,29.97,480,360,3766
R103767,25.192,29.97,640,360,3767
R103768,45.446,29.97,640,360,3768
R103769,10.311,29.97,640,360,3769
R103770,60.027,29.97,480,360,3770
R103771,8.542,29.97,480,360,3771
R103772,40.007,29.97,480,360,3772
R103773,60.027,29.97,640,360,3773
R103774,47.481,29.97,568,320,3774
R103775,32.5,24.0,640,360,3775
R103776,60.0,24.0,640,360,3776
R103777,60.027,29.97,480,360,3777
R103778,18.019,29.97,480,360,3778
R103779,19.353,23.976,480,360,3779
R103780,6.24,29.97,480,360,3780
R103781,38.122,23.976,480,360,3781
R103782,47.381,29.97,480,360,3782
R103783,60.027,29.97,480,360,3783
R103784,22.556,29.97,640,360,3784
R103785,11.612,29.97,480,360,3785
R103786,24.025,29.97,480,360,3786
R103787,60.027,29.97,608,360,3787
R103788,60.027,29.97,480,360,3788
R103789,8.642,29.97,480,360,3789
R103790,39.306,29.97,480,360,3790
R103791,15.016,29.97,360,368,3791
R103792,38.072,29.97,640,360,3792
R103793,49.55,29.97,640,360,3793
R103794,35.08,25.0,448,360,3794
R103795,6.54,29.97,480,360,3795
R103796,60.0,25.0,480,360,3796
R103797,44.8,25.0,640,360,3797
R103798,35.036,29.97,480,360,3798
R103799,20.521,29.97,640,360,3799
R103800,16.217,29.97,480,360,3800
R103801,5.006,29.97,480,360,3801
R103802,36.07,29.97,360,640,3802
R103803,45.834,24.0,360,480,3803
R103804,18.64,25.0,448,360,3804
R103805,29.463,29.97,640,360,3805
R103806,39.6,25.0,480,360,3806
R103807,19.887,29.97,640,360,3807
R103808,5.539,29.97,480,360,3808
R103809,25.526,29.97,640,360,3809
R103810,34.735,29.97,480,360,3810
R103811,18.728,23.976,640,360,3811
R103812,22.623,29.97,480,360,3812
R103813,30.614,23.976,640,360,3813
R103814,12.346,29.97,480,360,3814
R103815,16.083,29.97,480,360,3815
R103816,23.524,29.97,640,360,3816
R103817,60.027,29.97,480,360,3817
R103818,60.027,29.97,640,360,3818
R103819,20.287,29.97,480,360,3819
R103820,60.019,23.976,480,360,3820
R103821,60.027,29.97,640,360,3821
R103822,60.027,29.97,640,352,3822
R103823,37.538,29.97,640,360,3823
R103824,26.0,24.0,640,360,3824
R103825,60.027,29.97,480,360,3825
R103826,48.4,25.0,640,360,3826
R103827,21.689,29.97,360,640,3827
R103828,40.941,29.97,480,360,3828
R103829,8.375,24.0,640,360,3829
R103830,54.722,29.97,640,360,3830
R103831,36.637,29.97,480,360,3831
R103832,20.388,29.97,640,360,3832
R103833,7.141,29.97,640,360,3833
R103834,51.177,23.976,640,360,3834
R103835,13.381,29.97,544,360,3835
R103836,54.588,29.97,640,360,3836
R103837,24.0,25.0,640,360,3837
R103838,60.0,25.0,640,360,3838
R103839,55.99,29.97,480,360,3839
R103840,17.52,25.0,544,360,3840
R103841,35.536,29.97,480,360,3841
R103842,9.744,29.97,608,360,3842
R103843,5.506,29.97,480,360,3843
R103844,5.473,29.97,480,360,3844
R103845,23.324,29.97,480,360,3845
R103846,13.68,25.0,480,360,3846
R103847,56.891,23.976,640,360,3847
R103848,10.386,23.976,640,360,3848
R103849,56.09,29.97,480,360,3849
R103850,19.286,29.97,360,480,3850
R103851,50.051,29.97,480,360,3851
R103852,60.027,29.97,480,360,3852
R103853,37.271,29.97,480,360,3853
R103854,60.027,29.97,480,360,3854
