query_id,ref_id,query_start,query_end,ref_start,ref_end
Q101504,R119826,19.121622,41.772667,15.234981,40.86055
Q101519,R103125,-0.28722167,22.534954,34.91812,59.52669
Q101520,R104826,28.7407,43.82921,11.729017,33.433434
Q101521,R103096,10.370928,21.021538,5.122748,19.641924
Q101522,R107338,3.9495246,17.258581,12.98945,30.549395
Q101522,R111109,20.920977,26.727526,4.110106,11.7712555
Q101523,R109550,32.962574,38.910885,0.82819074,6.000077
Q101525,R134447,21.053667,26.487396,34.60681,40.040543
Q101527,R116561,29.054598,37.71183,2.2061582,10.863391
Q101528,R123925,32.762627,39.80715,0.14889437,7.0567794
Q101529,R124255,22.271946,29.158957,2.0056653,9.576743
Q101533,R107413,21.607561,29.977345,23.182306,32.90846
Q101533,R110185,1.6795974,17.567465,0.5819517,19.044538
Q101536,R107206,15.580634,28.40313,3.8732696,15.325957
Q101536,R128542,1.2343745,11.112516,8.525227,17.348103
Q101537,R128695,11.251042,27.567358,0.0,16.316317
Q101537,R134037,0.71772105,7.9622483,8.614385,15.8589115
Q101537,R137839,30.76166,46.999695,8.297314,24.535349
Q101538,R120879,3.3323593,9.347235,8.903572,15.973784
Q101538,R120879,10.197969,16.212845,21.424984,28.495197
Q101545,R101699,3.8374543,16.71914,6.5136137,18.620668
Q101546,R138159,24.086596,29.891336,5.623853,11.428595
Q101547,R129453,31.81305,39.54511,0.44045204,8.172512
Q101548,R137358,12.1119795,16.664,0.7799742,7.0679297
Q101549,R111763,12.931757,22.351223,0.15027082,6.3064446
Q101550,R128304,2.8407326,12.5351715,2.4911284,12.185568
Q101565,R135386,25.02573,34.272865,42.059807,53.58742
Q101566,R124433,4.2676,27.913603,14.967748,31.216835
Q101566,R139651,47.96344,56.703503,0.0,6.006006
Q101580,R112578,4.1321344,18.35094,1.8503857,16.069191
Q101580,R120200,25.575718,32.69817,48.073593,55.196045
Q101584,R110587,16.681581,29.811417,41.924282,59.52669
Q101602,R128610,1.9353452,16.27406,2.2668338,11.365677
Q101608,R120886,3.194386,13.599782,41.582615,55.289124
Q101611,R121272,11.156099,16.917707,2.2100856,7.5
Q101631,R121859,23.932823,46.20561,3.8929524,17.751083
Q101632,R102705,28.9249,42.9327,1.7416631,13.781922
Q101644,R126371,16.850895,26.378649,1.8215013,8.353978
Q101650,R129780,1.5010594,9.247543,20.088789,30.252
Q101653,R118653,2.594523,21.363642,5.220473,23.989592
Q101654,R100701,19.388775,37.11958,13.175156,30.90596
Q101655,R108100,32.224537,73.29265,18.450245,59.518353
Q101657,R100751,22.4058,49.63082,2.626349,19.626595
Q101657,R114022,0.112648666,18.625126,1.2731688,12.833
Q101657,R114294,52.86839,61.09739,0.0,5.138472
Q101658,R132104,6.783698,10.62162,1.697957,6.734104
Q101659,R107395,31.707949,45.30641,0.000926663,12.976599
Q101659,R133022,20.13251,27.92575,0.46521014,7.901533
Q101659,R137927,0.11160055,17.982489,4.040879,21.09331
Q101664,R111457,19.140297,37.04967,5.6909866,24.07742
Q101664,R124581,4.4860706,14.743692,3.69639,14.227247
Q101665,R103718,8.991842,20.088587,12.653239,25.33572
Q101672,R105759,1.4847493,9.441045,2.55873,10.515026
Q101673,R121236,3.6907806,13.350285,0.036391124,9.695895
Q101678,R124624,16.062998,22.539814,3.0958667,12.497291
Q101679,R108948,12.997243,20.976343,33.328873,41.307976
Q101683,R132766,4.4405046,17.627604,3.019984,18.251104
Q101686,R106659,19.965242,24.394823,6.6754446,12.311742
Q101688,R137901,21.296364,27.30545,37.75815,43.767235
Q101690,R118262,2.541716,10.965714,4.322081,12.746079
Q101691,R105040,2.4642403,7.6893835,1.8657806,7.090924
Q101693,R126625,15.782928,72.940125,10.487857,48.717247
Q101695,R134238,0.4149052,9.902417,1.2565647,10.744077
Q101696,R130273,2.4545615,11.340516,1.2008286,13.044038
Q101697,R121366,29.999342,39.6573,13.31544,22.973396
Q101697,R121366,20.341387,29.999342,1.8491699,11.507126
Q101698,R109961,46.246006,57.639103,32.57373,43.966827
Q101698,R109961,58.639103,70.5322,46.313316,58.206413
Q101698,R109961,33.85291,45.246006,18.83414,30.22724
Q101698,R109961,20.959812,32.85291,4.5945535,16.487652
Q101699,R105516,1.3925331,15.583345,20.110157,34.30097
Q101700,R107185,47.497635,53.831757,3.4539328,9.876543
Q101723,R134044,14.556927,21.5395,4.5777717,10.627273
Q101723,R135178,24.455667,41.559055,2.4741225,17.292011
Q101723,R136023,0.10080189,10.825099,27.531502,36.822727
Q101734,R120909,1.4608996,8.282577,5.0100927,11.831769
Q101735,R103162,40.12746,57.307716,3.7449148,16.516882
Q101735,R117702,13.241224,37.040813,20.662663,38.355507
Q101736,R109826,12.276262,30.999952,3.210748,21.934439
Q101736,R115276,1.7017822,9.632891,8.194359,16.125467
Q101736,R127076,33.736404,48.039093,0.25250608,14.555192
Q101744,R138374,0.92809796,8.53397,4.9195304,16.030813
Q101745,R127634,4.0345883,8.786395,14.721247,19.473053
Q101745,R127634,27.041815,31.793621,50.029583,54.78139
Q101745,R127634,15.538201,20.290009,32.375416,37.127224
Q101745,R127634,21.290009,26.041815,41.2025,45.954308
Q101745,R127634,9.786395,14.538201,23.548332,28.300138
Q101763,R131471,10.983983,34.641,38.107338,60.02669
Q101773,R107800,33.29949,47.010777,11.205381,24.916668
Q101774,R110991,9.915631,22.963606,3.821931,19.990868
Q101784,R102445,7.8789854,16.373722,6.4341016,14.928838
Q101785,R100557,23.778845,35.53745,6.3968654,14.548382
Q101789,R100968,32.57497,47.432724,0.09803172,13.429451
Q101789,R126019,20.371391,28.86098,5.408559,13.026012
Q101790,R102145,32.539005,35.952816,0.5271533,5.506006
Q101798,R110567,15.263129,49.172802,7.350327,41.26
Q101801,R135642,4.801427,22.784674,2.3382785,22.55043
Q101804,R114325,4.041954,9.947204,0.40297958,6.518563
Q101807,R114501,1.89312,10.949326,7.315086,14.681849
Q101813,R106008,8.05887,11.905867,4.3899207,9.843677
Q101814,R124734,11.955068,20.726927,3.5078416,12.279699
Q101825,R118633,1.4697646,12.971258,10.910798,21.127157
Q101825,R138129,15.968074,26.166235,29.532528,38.591187
Q101825,R138914,29.103487,36.912273,5.404203,12.340464
Q101833,R130856,2.072537,28.117214,22.18795,48.232628
Q101836,R102977,15.261301,44.710205,30.07779,59.52669
Q101848,R106752,38.011562,47.111324,23.33317,32.432934
Q101854,R104231,0.51529956,11.1491,5.798952,13.513514
Q101859,R107514,22.580563,67.94665,11.592245,56.958332
Q101868,R128171,20.04731,28.961702,11.282011,24.291458
Q101870,R122120,1.3155286,11.550355,7.390382,17.625208
Q101875,R111667,12.842613,18.941833,4.409116,10.508337
Q101879,R138867,8.052711,14.954915,7.612311,14.514515
Q101883,R107609,20.318666,25.286814,42.37328,47.70922
Q101884,R116971,10.374027,30.894587,29.333052,60.02669
Q101888,R119027,2.2199113,6.9311333,24.318422,31.03103
Q101889,R114823,18.821108,25.213316,1.3410875,7.733295
Q101890,R111966,9.181656,17.19595,4.721992,12.736286
Q101893,R127244,21.647207,32.82159,0.0,11.144478
Q101893,R137777,1.5192834,18.073336,3.6974766,20.207226
Q101894,R104431,4.6454787,13.601289,20.942776,33.1665
Q101899,R101031,19.586643,25.637407,1.5553057,7.60607
Q101900,R126564,3.1663535,40.292027,14.374327,51.5
Q101902,R116033,38.813763,51.41107,8.00048,20.597792
Q101902,R125075,18.174217,35.077316,1.7904662,18.693563
Q101902,R125422,1.2516042,14.4303055,16.057753,29.236454
Q101907,R130313,2.1813862,9.136573,11.834421,18.789608
Q101911,R103953,19.048988,25.155499,12.65129,21.763878
Q101915,R115760,3.367696,17.54069,16.793314,36.036537
Q101916,R124852,3.2805536,10.558731,0.9434112,6.3845115
Q101918,R106375,9.348421,13.95785,1.513637,7.09853
Q101927,R103096,30.108032,47.171597,6.596802,23.660366
Q101927,R134761,3.180415,19.146887,12.190366,28.156837
Q101929,R124908,18.395994,26.322264,40.39091,48.882717
Q101936,R123598,16.812166,41.65221,25.113247,53.845512
Q101937,R129422,10.224009,28.812279,19.517002,38.10527
Q101943,R104697,30.611618,45.91015,4.194045,19.492577
Q101944,R116752,27.592264,31.1722,2.403984,7.5593953
Q101945,R124204,34.76638,47.52989,14.194411,26.957918
Q101953,R104675,22.632835,36.196835,2.9184809,16.48248
Q101958,R101402,3.2025197,15.405992,17.296144,26.718668
Q101958,R101881,18.192438,41.095013,2.2154136,19.898905
Q101963,R133418,1.8127499,6.879568,1.6591723,7.191942
Q101966,R131603,6.312253,34.659573,1.7646173,24.024023
Q101969,R126655,44.17675,49.552425,5.4074655,10.711211
Q101970,R112689,4.708703,9.992362,9.131256,14.414915
Q101974,R131196,0.5716629,6.5580077,0.586895,6.57324
Q101989,R138230,1.8500404,14.27448,3.1621501,13.070042
Q101990,R121729,1.9564317,8.586238,1.6914519,7.965669
Q102019,R102977,8.038888,14.836088,0.9287065,11.095083
Q102019,R122564,1.1903322,6.674477,16.773005,24.975481
Q102021,R100566,27.12665,34.110874,0.0,9.843177
Q102021,R116526,3.3951266,11.09672,3.938388,14.792587
Q102021,R131429,13.116383,24.429445,40.561775,56.505783
Q102025,R114907,31.362165,41.189285,0.96702695,9.810415
Q102026,R133068,31.694416,48.1833,5.549917,16.237553
Q102031,R120388,8.780003,13.679974,0.745412,7.8643556
Q102033,R131763,32.224537,72.7931,18.958136,59.52669
Q102035,R104178,2.7649891,14.765499,9.576323,21.576834
Q102035,R130972,22.619644,39.920944,3.5265052,20.827806
Q102041,R131256,16.623514,24.241018,0.25998205,6.6023574
Q102043,R106487,56.90642,69.09749,22.857979,31.557888
Q102043,R119848,22.706547,43.405193,7.542556,22.313723
Q102043,R132522,1.0677383,8.463333,2.9914124,8.269128
Q102044,R124838,5.86027,11.397824,5.8384223,11.837661
Q102045,R134044,32.514076,46.73215,7.4940886,21.712162
Q102045,R134044,47.73215,61.950222,23.808321,38.026394
Q102046,R137286,4.222676,15.63625,6.485619,17.518017
Q102046,R137286,15.63625,27.049824,19.989862,31.02226
Q102048,R131001,11.879047,29.10219,2.2133439,19.436487
Q102049,R128158,2.3030834,19.261072,5.3683114,19.782658
Q102055,R101109,20.51025,31.538221,12.269569,23.29754
Q102056,R125147,14.825278,32.998898,4.0589714,25.833765
Q102059,R105024,28.411295,36.157154,36.85502,44.60088
Q102059,R107416,3.919883,21.69108,5.971824,23.743021
Q102059,R129214,40.807476,54.22719,23.928669,37.34838
Q102065,R136995,11.201678,23.994709,6.106484,18.043217
Q102067,R116209,21.866789,30.607517,5.681732,14.579664
Q102067,R139977,0.1056136,19.702332,0.46507812,20.414246
Q102068,R102862,1.2091947,11.792905,14.141515,24.725225
Q102069,R128016,10.830156,16.997154,53.333004,59.5
Q102071,R135608,12.18156,17.222685,7.207074,12.2481985
Q102071,R135608,6.640435,12.18156,0.44947502,5.9905996
Q102071,R135608,17.222685,22.76381,13.464674,19.005798
Q102075,R128563,13.822992,23.937365,13.736642,26.199732
Q102081,R116692,8.855706,20.268194,1.2762254,12.672574
Q102082,R131076,57.65822,66.74667,0.5788315,7.8406315
Q102088,R123007,6.0709596,13.237045,2.0952532,9.261338
Q102092,R130473,6.835238,16.089682,6.3999157,20.096195
Q102093,R118308,1.5069122,17.091663,0.03763934,15.622391
Q102098,R113199,42.04172,50.70917,0.104761854,8.772215
Q102101,R118528,5.043685,16.340122,2.8855886,14.182025
Q102102,R139325,14.46036,27.821527,14.837144,25.582321
Q102102,R139325,1.0991915,14.46036,2.6721575,13.4173355
Q102103,R103861,6.608123,21.81093,8.395369,17.918419
Q102104,R140275,4.4005775,10.558452,1.1483208,7.306195
Q102120,R114707,20.249529,26.532692,2.716836,9.0
Q102129,R139154,0.23323286,11.30235,10.407494,22.721096
Q102129,R139154,12.201283,23.270401,27.810284,40.123886
Q102130,R122335,21.204105,46.506325,5.297463,30.599684
Q102140,R118685,5.5542374,11.930981,11.872381,19.367867
Q102141,R108148,21.421772,67.859764,4.8441076,44.87871
Q102143,R119026,37.7266,46.69566,3.903082,11.159987
Q102143,R133891,0.9717251,23.403528,11.772883,29.922558
Q102145,R114559,10.250878,39.845314,10.446107,40.040543
Q102149,R109569,15.603257,28.652689,5.159267,19.738043
Q102149,R137580,0.035585012,13.772422,0.41140446,15.758145
Q102165,R127850,50.394104,58.153004,18.006006,25.764906
Q102165,R127850,41.635204,49.394104,3.4550471,11.213947
Q102169,R136163,8.827624,14.618298,3.852867,9.885369
Q102174,R132070,2.5311491,9.668985,4.3436265,12.24
Q102179,R128501,9.48343,14.522394,9.817991,17.217216
Q102180,R113434,24.5729,29.760792,1.2610525,6.448942
Q102180,R128551,39.977108,46.22119,18.915506,25.159592
Q102182,R102296,10.307132,25.159315,17.049948,37.86051
Q102196,R123178,41.131615,56.861885,10.058217,26.278856
Q102204,R139429,3.047019,10.534161,18.17185,25.658993
Q102205,R111150,25.037115,87.72904,6.6098824,54.050953
Q102217,R111196,0.48661897,15.435462,5.690311,25.575489
Q102217,R127804,29.420122,35.338215,0.4961642,8.368503
Q102217,R131746,18.36039,27.390518,0.0,12.012012
Q102218,R130777,24.84116,33.895203,2.795826,15.625
Q102219,R116197,17.57897,37.729694,28.364958,48.515682
Q102233,R124061,3.0952663,11.411059,4.048224,16.49798
Q102234,R103818,28.004192,36.89095,23.252653,32.740704
Q102234,R124504,1.0549736,10.492974,11.099824,21.176416
Q102235,R130429,0.19268186,6.257129,4.7394385,13.0567255
Q102237,R110943,11.616615,34.918365,6.0089884,36.50367
Q102239,R129491,6.6871867,20.83134,0.0,13.930597
Q102239,R134755,36.8774,43.869766,1.3590703,8.245863
Q102240,R113380,2.751517,15.543796,1.2002608,10.291575
Q102240,R113380,16.950884,29.743162,12.567809,21.659124
Q102242,R110991,9.925759,16.256186,10.480657,16.961489
Q102242,R113957,24.698423,31.393097,20.053274,26.907005
Q102242,R120246,1.9041246,7.3130126,19.518852,25.05625
Q102246,R106264,6.027027,19.449526,6.3264003,22.780506
Q102247,R124718,33.969246,39.494793,18.814453,24.34
Q102248,R116836,26.43557,39.12704,0.0,15.849183
Q102248,R129449,14.222801,24.372757,17.982162,30.657484
Q102248,R139124,0.33456346,12.597543,1.0452247,16.359304
Q102249,R136345,2.1008446,14.192173,1.0544168,13.145745
Q102270,R116516,48.008076,58.611748,6.302564,13.613614
Q102276,R127076,7.6817646,30.373402,1.761468,24.453106
Q102277,R138914,10.400422,22.2952,3.3289835,11.220983
Q102300,R101924,20.713419,47.844994,13.96332,52.429245
Q102301,R102836,21.009518,41.170246,18.284597,37.098812
Q102328,R109198,26.113586,40.11599,4.965015,24.128788
Q102328,R112887,0.13375084,10.278687,19.756577,33.640995
Q102328,R128995,12.316667,24.311659,0.0,16.416416
Q102332,R120062,0.9105381,11.595774,0.75054246,11.435778
Q102350,R107931,23.713812,39.674496,9.598599,26.882565
Q102350,R115148,11.81638,20.012188,28.712687,37.587997
Q102350,R129463,0.75740546,9.449266,6.60653,16.019022
Q102352,R122132,76.71474,82.66539,51.233242,57.183895
Q102352,R122132,54.912132,60.362785,14.106408,19.557058
Q102352,R122132,65.81344,71.264084,32.669827,38.120476
Q102352,R122132,48.961483,54.912132,4.3246994,10.275351
Q102352,R122132,60.362785,65.81344,23.388117,28.838768
Q102352,R122132,71.264084,76.71474,41.951534,47.402184
Q102361,R105024,3.3303802,20.864632,33.048798,51.485317
Q102372,R101174,1.4874542,26.171291,0.40573674,18.937307
Q102372,R117415,31.111511,38.24336,2.8854039,8.239691
Q102375,R108365,2.1054645,9.410545,0.31568903,6.3615117
Q102376,R105927,0.30255747,7.695285,8.539866,15.932594
Q102376,R108566,10.9172325,30.75606,8.728057,28.566885
Q102377,R129170,2.459675,7.0948915,0.77957207,6.87354
Q102390,R103250,51.17097,59.339817,9.651553,17.350683
Q102395,R125269,9.419175,25.01732,12.88293,26.092758
Q102399,R102240,18.10421,27.574484,3.24066,14.545618
Q102399,R106226,29.250912,38.111057,7.51138,18.088009
Q102399,R116289,0.002925062,16.427116,5.854842,25.460905
Q102402,R102078,20.078363,24.316654,1.2976058,6.535953
Q102402,R117438,7.1515665,15.750494,28.773052,39.400963
Q102417,R124499,3.9378986,20.156961,23.608679,39.827744
Q102419,R108836,4.6385775,9.262662,18.073439,24.010187
Q102423,R136485,3.4985986,12.756037,37.771534,47.028973
Q102436,R116636,26.645422,40.21462,23.785173,41.63622
Q102436,R118441,15.67316,24.916424,1.1784614,13.338495
Q102436,R124103,0.03367373,13.921186,37.27962,55.549427
Q102443,R137974,16.662693,21.674404,40.16884,45.68214
Q102443,R137974,11.196472,15.753672,29.226109,34.23941
Q102443,R137974,5.2757406,10.287451,17.783377,23.29668
Q102444,R128371,54.656765,64.20152,30.996283,40.541042
Q102445,R100933,0.49806648,6.137855,29.442234,36.00317
Q102447,R124363,19.140394,32.693726,9.428664,26.822758
Q102448,R116454,21.312916,28.566942,0.87994534,6.632132
Q102450,R103423,1.0464327,8.344425,2.153855,8.499879
Q102451,R117939,2.7773812,18.298836,7.74762,20.246075
Q102485,R100475,6.429102,14.272996,1.258161,6.37354
Q102488,R123569,0.51429504,12.805962,0.0,12.291667
Q102488,R126689,28.00145,36.309757,0.0,8.308308
Q102488,R135530,15.446401,24.66765,20.341566,29.562817
Q102500,R124439,4.5032306,8.948613,0.5682141,6.677389
Q102504,R120890,15.772978,34.183365,0.6855313,19.095917
Q102504,R135259,0.28374106,13.388061,11.980253,25.084572
Q102505,R120692,9.615231,20.851305,4.7135334,15.780856
Q102512,R106876,28.989725,46.4594,14.301225,31.205153
Q102512,R126618,16.239595,25.236439,8.45848,17.163965
Q102528,R123807,4.8647213,38.705746,13.78886,47.629883
Q102530,R132898,33.766773,43.66004,39.154915,50.5
Q102539,R111315,36.49195,54.724293,38.92292,59.95996
Q102540,R123925,14.883486,19.992842,2.2565129,7.365869
Q102540,R124061,28.714453,47.55161,0.06550461,18.902662
Q102540,R139952,0.7443798,12.662163,3.6803472,15.59813
Q102541,R133825,9.291348,17.409212,1.0998482,7.863012
Q102542,R104613,12.929662,17.068785,55.88757,60.02669
Q102552,R127891,8.69651,26.16351,6.2986345,17.185986
Q102554,R137751,5.654317,11.623682,27.320625,34.243076
Q102555,R130043,18.023592,44.169353,4.811748,30.957508
Q102556,R102327,12.831409,43.594574,22.877201,53.640366
Q102557,R120582,0.88102144,11.139129,14.241893,24.5
Q102558,R100090,20.200438,57.997204,2.7378764,38.69993
Q102560,R129017,13.0872345,22.578573,2.0571659,9.006943
Q102563,R109710,35.782475,44.568737,2.6585176,11.444778
Q102565,R111922,3.9505594,9.729512,1.854655,7.6336074
Q102565,R111922,9.729512,15.508464,9.255672,15.034625
Q102570,R116693,17.738087,27.150852,45.003635,53.069363
Q102570,R125269,49.251217,55.510464,20.638147,26.001648
Q102572,R107684,13.76326,20.113209,1.2625284,7.909019
Q102572,R107684,20.113209,26.46316,8.204911,14.851401
Q102573,R100150,2.279403,21.815083,2.8121297,22.347809
Q102573,R121846,34.30731,39.552807,14.359532,19.605032
Q102574,R139790,3.9489446,12.152069,1.296875,9.5
Q102581,R136127,14.881495,28.674288,5.09276,18.885551
Q102588,R121272,41.704193,49.704193,0.0,8.0
Q102588,R122734,0.042791266,18.020992,7.599519,25.57772
Q102588,R125445,20.171638,39.61505,27.680376,47.12379
Q102590,R133022,20.875414,31.347456,0.7003951,11.172439
Q102593,R105045,15.124962,29.200676,26.691706,40.76742
Q102593,R118214,1.3955137,12.581058,31.796297,42.981842
Q102593,R122193,37.24923,52.921356,23.700195,39.372322
Q102599,R125544,88.91817,100.753044,4.1197896,11.841872
Q102602,R124089,21.175377,36.53974,6.8813596,23.998009
Q102615,R119982,19.736097,31.910336,22.906471,35.08071
Q102616,R110475,47.903847,55.9605,46.444218,51.91297
Q102616,R110475,30.317326,37.63737,30.539923,35.508675
Q102616,R110475,39.110584,46.43063,38.492073,43.460823
Q102616,R110475,21.524063,28.844109,22.587774,27.556526
Q102616,R110475,11.994195,20.050848,14.135626,19.604378
Q102621,R125919,21.176018,29.794798,3.2758234,10.878045
Q102627,R139775,6.06952,14.602681,0.8885592,6.512892
Q102628,R100140,16.590525,26.688704,21.029615,32.712334
Q102628,R110143,0.092658035,12.765959,12.803458,27.465372
Q102638,R135340,16.134499,33.005676,18.475264,31.074951
Q102640,R140188,22.219522,63.75129,18.494925,60.02669
Q102647,R105118,0.042707585,6.063767,21.416996,26.951025
Q102647,R118798,8.424709,19.451801,0.0,10.135135
Q102647,R133295,21.638048,30.434433,7.1369424,15.2218075
Q102652,R135919,4.2999454,9.013414,2.705727,9.030825
Q102655,R133396,3.3484344,18.973694,4.1664467,19.791706
Q102655,R133666,42.999794,52.3091,0.0,9.309309
Q102655,R138242,22.868916,39.425762,19.569235,36.12608
Q102656,R130840,21.212414,31.686937,2.663477,16.533646
Q102661,R100121,50.553665,56.32083,3.5166361,9.710116
Q102665,R105832,29.808435,40.752075,2.8413932,13.785033
Q102671,R107464,11.877821,17.076134,1.9646635,9.460535
Q102671,R107464,17.769625,22.967937,12.560364,20.056236
Q102680,R106455,9.614206,21.589096,6.0150294,16.190731
Q102682,R102861,23.113457,29.542515,0.79227734,7.221335
Q102683,R127300,-0.22594784,7.924343,2.366044,13.888815
Q102685,R122535,20.068207,32.847652,0.0,12.779446
Q102685,R126237,2.0539892,16.73637,2.5326686,17.21505
Q102685,R131471,35.894485,49.84055,19.841265,33.787327
Q102688,R124617,10.954779,22.427483,5.9622107,13.324434
Q102689,R122003,23.824932,33.27552,2.202512,10.045606
Q102691,R111189,35.19309,44.76101,18.390589,26.227352
Q102691,R128910,3.6086729,15.387825,18.046175,27.694084
Q102698,R119223,28.785332,37.529987,0.326396,7.6347804
Q102699,R111258,3.0341635,11.11676,4.5248303,12.607427
Q102704,R104212,23.3958,31.103,0.0,10.477144
Q102704,R118946,10.836975,20.238008,6.220227,18.99996
Q102706,R138574,0.63750505,9.066746,4.6079946,12.083188
Q102706,R138574,10.194374,18.623615,14.905376,22.38057
Q102707,R111055,35.531357,50.198483,5.9261436,18.08073
Q102708,R114915,18.125233,31.210857,12.789572,24.694004
Q102709,R136417,41.0818,47.569687,10.052003,16.53989
Q102712,R112731,11.317402,30.709398,4.657506,20.821321
Q102717,R121266,21.003805,28.154772,6.932293,14.666667
Q102719,R113798,17.367908,25.535881,41.043144,49.211117
Q102719,R125635,3.6876223,13.071682,5.788325,15.172385
Q102719,R137839,29.931597,36.557545,8.316765,14.942715
Q102720,R117159,17.190538,25.059694,0.96597445,8.835132
Q102726,R137780,49.45905,65.70444,5.4691095,21.7145
Q102728,R127677,10.64103,22.784485,1.9137771,14.057233
Q102737,R111492,8.924116,58.528477,7.476396,37.370705
Q102738,R107116,19.485834,26.572071,3.759669,9.639233
Q102741,R128701,0.30921054,11.756329,38.44793,52.616337
Q102741,R131076,23.413712,31.905495,0.0,10.510511
Q102741,R140192,14.347542,19.19999,0.0,6.006006
Q102743,R124450,35.106243,41.21725,4.019147,8.861697
Q102743,R124450,42.47919,48.590202,12.049375,16.891924
Q102745,R137627,0.981397,34.74886,8.053404,30.119663
Q102745,R137627,34.74886,68.51632,31.480888,53.54715
Q102755,R133854,37.163437,55.581924,10.605085,23.288904
Q102757,R114390,5.2313247,11.162914,5.1284103,11.06
Q102759,R123203,34.58902,41.01224,0.10250068,6.072739
Q102763,R113603,4.1709657,19.96209,4.6705604,20.461685
Q102764,R102118,32.98315,44.81578,15.429383,27.262014
Q102780,R118787,49.77571,62.659985,9.642673,22.526947
Q102792,R138097,5.867529,11.500475,2.978375,8.6113205
Q102792,R138097,12.500475,17.63342,12.196769,17.329716
Q102792,R138097,18.63342,24.266367,20.915163,26.54811
Q102793,R111109,16.515518,23.823336,7.549728,13.746632
Q102794,R131083,8.129649,35.30121,11.330341,38.5019
Q102799,R104644,0.39324576,6.102874,3.8229754,11.111582
Q102803,R110206,25.747179,44.864826,2.6166036,19.322247
Q102804,R124125,13.370487,45.60435,16.45671,60.02669
Q102813,R125063,45.65895,50.388336,55.297306,60.02669
Q102814,R106040,0.969468,11.427624,0.9868829,11.445039
Q102816,R110123,0.66309375,11.593692,2.1157823,13.04638
Q102817,R120800,18.214705,23.844069,4.414513,10.043877
Q102818,R116200,7.4520087,14.167712,31.573086,38.288788
Q102830,R109650,0.5913325,8.407094,15.72183,23.66327
Q102830,R114841,27.27211,46.64687,17.974424,37.660736
Q102830,R118262,11.561763,24.106123,0.0,12.746079
Q102831,R116211,4.5779624,11.90707,18.142006,27.961796
Q102834,R116555,27.852314,34.852314,0.0,7.0
Q102834,R123603,1.3727412,14.103921,5.997335,18.728514
Q102834,R135919,16.509573,24.407345,8.830599,16.728373
Q102837,R124050,54.684467,66.14711,8.389274,19.753086
Q102838,R130584,43.829987,51.116657,1.616214,6.773941
Q102839,R102977,15.181114,22.503208,24.02549,34.84109
Q102839,R118404,0.06561895,10.456578,0.0,15.348682
Q102839,R130510,24.066021,37.131866,22.860432,42.160236
Q102855,R139126,75.84093,102.073105,6.8793645,24.191359
Q102859,R106685,7.0375843,19.066965,10.876905,26.75495
Q102865,R122744,8.62283,25.530743,12.104365,29.012278
Q102866,R126852,14.895659,19.931149,5.4453893,10.480879
Q102871,R125713,15.063111,21.70331,12.681679,18.72936
Q102871,R125713,7.324938,13.965137,2.2002614,8.247944
Q102872,R119543,-0.28722167,22.988419,34.40247,59.5
Q102873,R100219,42.56701,55.042065,32.573456,45.048508
Q102873,R124950,14.005634,30.56724,15.40113,31.962734
Q102874,R138887,10.665415,17.473846,31.889294,40.44823
Q102875,R130447,8.249998,15.336303,8.190552,15.073048
Q102886,R133758,4.9025755,19.930979,6.2966537,19.852018
Q102887,R109116,0.6450915,6.108171,0.4360694,6.462422
Q102892,R110934,6.4532557,14.4946165,48.358128,59.52669
Q102893,R120571,34.173847,53.040276,13.617412,32.48384
Q102893,R126432,4.318842,14.956985,39.621117,50.259262
Q102893,R135419,17.219027,26.958628,7.4355936,17.175194
Q102894,R122392,24.266365,27.944788,3.6221378,8.106867
Q102894,R122392,28.764997,32.44342,10.302765,14.787495
Q102904,R105866,27.53083,38.341236,2.4211419,17.589373
Q102904,R120876,0.21766031,11.259991,16.24211,31.735758
Q102904,R129717,12.820043,25.870966,14.565922,32.877857
Q102915,R116846,8.878953,21.304903,7.6939664,17.517517
Q102922,R125025,10.606962,25.862381,16.636791,36.169502
Q102926,R117244,13.356298,24.175476,4.9117413,17.803999
Q102928,R123335,4.576302,11.002048,3.9653711,10.391117
Q102928,R123335,11.002048,17.427794,14.2073555,20.6331
Q102929,R135544,2.6942403,16.948067,8.887885,23.14171
Q102930,R105944,4.806695,13.959564,4.604214,13.757084
Q102931,R139536,21.81045,31.565924,49.555164,59.52669
Q102935,R123266,14.866543,22.50601,1.7771994,9.416667
Q102936,R105930,16.313852,33.855087,1.7116561,19.25289
Q102940,R127207,7.497746,12.552437,1.5497512,6.604442
Q102941,R127642,23.397583,34.852333,9.425249,20.88
Q102942,R107204,0.029109968,5.3352284,10.816293,16.122412
Q102942,R111141,8.232123,17.137047,7.3463874,16.251312
Q102942,R125403,22.471586,30.429464,24.082067,32.039944
Q102947,R107025,8.170804,20.965042,15.502775,25.78
Q102948,R132718,4.5331326,11.33149,1.8350657,6.9493876
Q102958,R105364,1.9435701,9.758517,7.272188,15.087135
Q102959,R137740,10.937439,15.869473,2.399492,8.09
Q102960,R104688,36.862045,44.774685,1.3954285,8.215509
Q102961,R139645,5.4265666,22.347776,12.41464,25.60758
Q102974,R113712,7.2662754,12.340062,1.7886606,6.8624473
Q102987,R127186,6.6305623,11.664049,14.078652,19.112139
Q102988,R102220,2.1798851,11.47764,1.5324847,10.83024
Q102988,R135919,14.91317,29.877163,0.4538428,15.417835
Q102988,R137777,32.62522,50.887486,3.5014539,21.763718
