query_id,ref_id,score
Q200046,R217643,-0.0719744
Q200093,R213451,-0.07198039
Q200097,R220903,-0.07199846
Q200049,R219666,-0.07203111
Q200073,R230199,-0.07203393
Q200036,R202137,-0.072034165
Q200007,R232123,-0.07203619
Q200095,R207752,-0.07204592
Q200012,R216876,-0.07207471
Q200014,R217139,-0.07209873
Q200095,R200649,-0.072118446
Q200040,R220012,-0.07212928
Q200040,R206895,-0.072163194
Q200029,R217410,-0.072171584
Q200038,R203408,-0.072189555
Q200012,R227399,-0.07223676
Q200095,R209282,-0.07224481
Q200037,R219254,-0.07225153
Q200042,R210841,-0.072265625
Q200048,R235804,-0.07226959
Q200095,R229729,-0.07228017
Q200014,R219943,-0.07230359
Q200062,R225498,-0.07230848
Q200097,R234997,-0.072393596
Q200009,R216124,-0.07241273
Q200049,R220494,-0.072423995
Q200098,R224704,-0.07249163
Q200012,R218425,-0.072546184
Q200059,R200150,-0.07255301
Q200031,R200659,-0.07255751
Q200056,R205926,-0.07259044
Q200097,R219767,-0.07260227
Q200022,R225123,-0.07260512
Q200056,R207269,-0.07264292
Q200011,R219889,-0.072646305
Q200066,R212770,-0.07265137
Q200086,R204655,-0.07265273
Q200015,R201497,-0.072659165
Q200071,R227116,-0.07268275
Q200083,R221025,-0.07269001
Q200018,R203598,-0.07269448
Q200043,R229971,-0.07269876
Q200068,R209718,-0.07271476
Q200086,R201996,-0.072776034
Q200089,R207761,-0.0727776
Q200047,R222289,-0.07279973
Q200035,R203029,-0.07280508
Q200076,R237784,-0.07281162
Q200056,R200519,-0.07282883
Q200037,R230954,-0.07289225
Q200095,R235058,-0.072952986
Q200056,R220464,-0.072953135
Q200038,R222563,-0.07295534
Q200036,R212458,-0.073027015
Q200014,R225175,-0.07302968
Q200066,R229135,-0.073036194
Q200076,R216759,-0.07309306
Q200058,R214326,-0.07310963
Q200095,R227174,-0.073140636
Q200010,R203405,-0.07316181
Q200005,R213059,-0.07316366
Q200063,R218081,-0.07316783
Q200041,R229714,-0.073170915
Q200067,R240318,-0.073180944
Q200086,R231974,-0.07321212
Q200040,R219654,-0.0732131
Q200035,R236154,-0.07321638
Q200073,R224761,-0.07324043
Q200007,R226123,-0.07324897
Q200098,R214864,-0.07324937
Q200007,R234576,-0.07325584
Q200040,R240294,-0.07327151
Q200075,R230051,-0.07328406
Q200005,R210527,-0.07328561
Q200084,R206411,-0.07329868
Q200053,R201844,-0.07329917
Q200049,R225848,-0.07330389
Q200060,R221340,-0.073324084
Q200006,R237964,-0.07333022
Q200100,R225637,-0.0733369
Q200009,R204037,-0.073349506
Q200092,R205710,-0.07335442
Q200006,R212586,-0.073358476
Q200007,R232562,-0.07336828
Q200020,R208031,-0.07337767
Q200011,R225042,-0.07343942
Q200036,R205130,-0.073476404
Q200095,R233359,-0.07350312
Q200049,R224345,-0.07351792
Q200039,R226178,-0.0735482
Q200063,R232100,-0.07357396
Q200093,R205131,-0.07361239
Q200004,R210244,-0.07361297
Q200007,R226789,-0.073613554
Q200061,R203648,-0.07361637
Q200095,R231448,-0.07362881
Q200027,R237551,-0.07364708
Q200012,R216718,-0.073667705
Q200060,R230872,-0.0736821
Q200045,R210574,-0.07368229
Q200068,R204791,-0.07368402
Q200037,R216884,-0.07369542
Q200067,R203655,-0.073724434
Q200025,R217535,-0.07376504
Q200043,R220431,-0.07381278
Q200093,R237839,-0.07381663
Q200011,R204966,-0.07383636
Q200031,R203278,-0.07384153
Q200061,R204944,-0.07384476
Q200021,R227043,-0.07384634
Q200007,R216059,-0.07385665
Q200062,R200023,-0.073883235
Q200063,R227791,-0.07388976
Q200072,R205026,-0.07389289
Q200059,R230004,-0.073909014
Q200041,R226654,-0.073925525
Q200037,R201455,-0.073927194
Q200005,R210046,-0.073928386
Q200072,R202806,-0.07395351
Q200086,R209325,-0.073954016
Q200040,R211838,-0.07395789
Q200100,R236933,-0.07396278
Q200070,R217022,-0.07396637
Q200004,R235023,-0.073973686
Q200006,R206830,-0.07398474
Q200011,R228933,-0.07398844
Q200088,R216597,-0.0740073
Q200036,R231842,-0.0740487
Q200030,R201396,-0.07405254
Q200072,R208269,-0.07405816
Q200071,R220392,-0.07407014
Q200058,R222281,-0.07409257
Q200095,R207941,-0.07409401
Q200052,R238593,-0.0741155
Q200071,R210638,-0.07412389
Q200039,R204463,-0.07414296
Q200011,R239261,-0.074145585
Q200056,R229205,-0.0741536
Q200044,R226696,-0.074161455
Q200003,R233678,-0.07419217
Q200086,R236018,-0.07419939
Q200047,R230192,-0.074245304
Q200066,R236891,-0.07427372
Q200091,R213910,-0.07427631
Q200012,R237598,-0.074307114
Q200095,R221375,-0.07434228
Q200011,R226962,-0.074352026
Q200011,R205331,-0.074353755
Q200012,R232262,-0.07436049
Q200088,R217415,-0.07438266
Q200087,R218267,-0.07438859
Q200063,R208273,-0.07438956
Q200031,R228506,-0.074398816
Q200004,R225036,-0.07441604
Q200067,R234826,-0.07441673
Q200009,R234023,-0.07441768
Q200056,R220574,-0.07442349
Q200037,R239740,-0.074432194
Q200064,R228829,-0.074451715
Q200012,R217130,-0.074495
Q200093,R214001,-0.074500576
Q200066,R203857,-0.074510455
Q200006,R215933,-0.07451108
Q200022,R235665,-0.07451749
Q200035,R210533,-0.074518085
Q200056,R200205,-0.07452047
Q200095,R205930,-0.07453482
Q200025,R219018,-0.07454595
Q200011,R208843,-0.074552685
Q200095,R205202,-0.074570894
Q200007,R207626,-0.07459195
Q200013,R230171,-0.07459274
Q200072,R240035,-0.074592754
Q200095,R237231,-0.07461661
Q200068,R207662,-0.07463989
Q200083,R230001,-0.07464078
Q200047,R210852,-0.07466367
Q200021,R213710,-0.07467729
Q200070,R231137,-0.07470319
Q200095,R206763,-0.0747118
Q200029,R217849,-0.07473093
Q200011,R233870,-0.07474023
Q200005,R210143,-0.07479411
Q200056,R227783,-0.07482238
Q200035,R211387,-0.07485065
Q200035,R237811,-0.07487562
Q200012,R217561,-0.07487835
Q200092,R238810,-0.07488769
Q200063,R202336,-0.074911624
Q200093,R214508,-0.074917644
Q200038,R215153,-0.07492228
Q200063,R240081,-0.074941516
Q200055,R211112,-0.07494658
Q200093,R207376,-0.07496579
Q200051,R214109,-0.07497622
Q200035,R219727,-0.074989125
Q200059,R230458,-0.07500398
Q200089,R207937,-0.07501057
Q200012,R202552,-0.07501298
Q200093,R226068,-0.07501751
Q200038,R214403,-0.07503852
Q200015,R235148,-0.07504448
Q200035,R217280,-0.07508907
Q200083,R214563,-0.07509005
Q200045,R239151,-0.07510176
Q200065,R217888,-0.07513529
Q200042,R226373,-0.07513659
Q200093,R232034,-0.07513785
Q200057,R221220,-0.075140595
Q200076,R226190,-0.075148076
Q200065,R200552,-0.07515232
Q200074,R220242,-0.07515457
Q200036,R217976,-0.0751677
Q200083,R202006,-0.07517171
Q200038,R224349,-0.07517174
Q200027,R209461,-0.07517317
Q200031,R215493,-0.075192064
Q200024,R221075,-0.075196326
Q200035,R208631,-0.07520062
Q200014,R215141,-0.075212315
Q200002,R221123,-0.075222164
Q200070,R200601,-0.07522836
Q200086,R208907,-0.07523243
Q200086,R228179,-0.07523316
Q200062,R223331,-0.075246334
Q200086,R231476,-0.07524836
Q200063,R216258,-0.07526255
Q200071,R224671,-0.07528448
Q200020,R237133,-0.075300634
Q200039,R206866,-0.07532725
Q200056,R236985,-0.07534695
Q200041,R225335,-0.07534726
Q200014,R234380,-0.075369745
Q200091,R226308,-0.0754022
Q200011,R200742,-0.07540497
Q200098,R219660,-0.07541725
Q200007,R204749,-0.07543436
Q200031,R221100,-0.075454354
Q200036,R214882,-0.07549423
Q200020,R201213,-0.075496644
Q200066,R238738,-0.07550739
Q200011,R233735,-0.07553153
Q200092,R224010,-0.075534895
Q200056,R222696,-0.075564265
Q200024,R213795,-0.07557079
Q200030,R217959,-0.075580716
Q200095,R224276,-0.07558273
Q200047,R202317,-0.07559827
Q200062,R202540,-0.07560009
Q200031,R225860,-0.0756091
Q200092,R235162,-0.07560918
Q200024,R221116,-0.07561591
Q200095,R225299,-0.07563004
Q200063,R202975,-0.07564652
Q200042,R214552,-0.0756498
Q200031,R224196,-0.07566306
Q200006,R207674,-0.075692624
Q200062,R231997,-0.075701654
Q200088,R217761,-0.0757152
Q200056,R202614,-0.07573289
Q200063,R238718,-0.07574925
Q200013,R232625,-0.075781465
Q200004,R222913,-0.07580815
Q200027,R236032,-0.0758218
Q200011,R239702,-0.07583113
Q200095,R228738,-0.07583365
Q200064,R232432,-0.075841635
Q200045,R219018,-0.07584399
Q200014,R202793,-0.07584414
Q200014,R217108,-0.075851426
Q200085,R218630,-0.07585198
Q200006,R224875,-0.07586329
Q200031,R215723,-0.07586609
Q200003,R203081,-0.07587585
Q200057,R221244,-0.075878486
Q200056,R216933,-0.075882494
Q200031,R216003,-0.075892106
Q200067,R211100,-0.075892165
Q200062,R233139,-0.07589555
Q200035,R213801,-0.07590744
Q200012,R200318,-0.0759113
Q200021,R212597,-0.075920194
Q200014,R230363,-0.07592653
Q200014,R228198,-0.07594581
Q200095,R226710,-0.075954586
Q200012,R239402,-0.07595998
Q200014,R230369,-0.07596435
Q200014,R212054,-0.07598773
Q200039,R235076,-0.076004416
Q200097,R226045,-0.076010644
Q200062,R219813,-0.07602979
Q200100,R215947,-0.076037765
Q200015,R216108,-0.07604766
Q200038,R212419,-0.07604933
Q200064,R238772,-0.076049894
Q200040,R234739,-0.07605335
Q200063,R225049,-0.07606411
Q200036,R201487,-0.07606602
Q200063,R217888,-0.07609598
Q200035,R212955,-0.07611695
Q200100,R230421,-0.07615182
Q200028,R233979,-0.07616207
Q200086,R232052,-0.07616769
Q200068,R200738,-0.07617676
Q200071,R212831,-0.07619652
Q200072,R235445,-0.076230615
Q200095,R232130,-0.0762337
Q200071,R215071,-0.07624152
Q200033,R232225,-0.07626282
Q200058,R234936,-0.076285064
Q200005,R205082,-0.0763109
Q200059,R233980,-0.07631558
Q200014,R229048,-0.07631974
Q200004,R217258,-0.07632652
Q200062,R225314,-0.07635349
Q200012,R238072,-0.07636808
Q200071,R210249,-0.07637565
Q200087,R218747,-0.07637574
Q200038,R234081,-0.07637936
Q200060,R233666,-0.07638818
Q200081,R224307,-0.07639542
Q200063,R213600,-0.07641223
Q200035,R227282,-0.07642135
Q200015,R234500,-0.07642311
Q200038,R203029,-0.07643303
Q200053,R231527,-0.076462656
Q200071,R216218,-0.0764686
Q200075,R222146,-0.076484054
Q200070,R227577,-0.076502666
Q200065,R210347,-0.07650599
Q200086,R232607,-0.07652797
Q200063,R205864,-0.07653692
Q200092,R230678,-0.07655555
Q200081,R216558,-0.076563865
Q200052,R207896,-0.07656543
Q200056,R235302,-0.076598644
Q200009,R215135,-0.07664287
Q200066,R223105,-0.0766792
Q200049,R232052,-0.07670945
Q200037,R221202,-0.07673231
Q200030,R223756,-0.07674965
Q200059,R230446,-0.07675479
Q200048,R214679,-0.076776
Q200095,R210748,-0.07679674
Q200071,R200890,-0.076816976
Q200100,R209118,-0.0768213
Q200040,R234384,-0.076832354
Q200068,R220063,-0.07685807
Q200038,R233633,-0.076868296
Q200056,R222587,-0.076904
Q200052,R217954,-0.07691403
Q200071,R208971,-0.076978534
Q200011,R229079,-0.07699853
Q200035,R232150,-0.0770105
Q200068,R203592,-0.07704523
Q200093,R223712,-0.07706159
Q200011,R217745,-0.07707062
Q200086,R233169,-0.077076316
Q200033,R215706,-0.077078536
Q200021,R240002,-0.07711497
Q200093,R220951,-0.077118576
Q200035,R238159,-0.077118725
Q200012,R226996,-0.07712093
Q200098,R222961,-0.07712799
Q200098,R233775,-0.07713595
Q200012,R229564,-0.077136636
Q200086,R227682,-0.0771503
Q200036,R200177,-0.07715808
Q200031,R208626,-0.077159226
Q200014,R221090,-0.07716027
Q200003,R217514,-0.077170104
Q200100,R214095,-0.07717097
Q200035,R236990,-0.0771755
Q200072,R214663,-0.07718401
Q200099,R238096,-0.077187195
Q200014,R230000,-0.07719551
Q200014,R202234,-0.0771977
Q200013,R213604,-0.07720351
Q200001,R234607,-0.07721396
Q200067,R215520,-0.077228606
Q200090,R211350,-0.07723157
Q200066,R210001,-0.07723209
Q200092,R216872,-0.07723388
Q200038,R236215,-0.077251434
Q200091,R221229,-0.077253565
Q200007,R233783,-0.07726167
Q200061,R219291,-0.07727069
Q200095,R205022,-0.07728991
Q200089,R217659,-0.07731916
Q200071,R238199,-0.077325016
Q200081,R210145,-0.0773253
Q200066,R203921,-0.077340454
Q200072,R236499,-0.07736194
Q200043,R209551,-0.07737464
Q200081,R219717,-0.07742266
Q200088,R218624,-0.077427894
Q200067,R223738,-0.07743235
Q200039,R219422,-0.077469915
Q200093,R207492,-0.07747275
Q200095,R218855,-0.07747887
Q200088,R227221,-0.07748832
Q200011,R234970,-0.07749954
Q200007,R230130,-0.077501476
Q200005,R218614,-0.077503264
Q200041,R216182,-0.0775249
Q200040,R222291,-0.07754007
Q200036,R237898,-0.07755375
Q200098,R226462,-0.07755624
Q200015,R237857,-0.07756969
Q200036,R219629,-0.077599555
Q200065,R211984,-0.07761963
Q200063,R230229,-0.07762505
Q200088,R204745,-0.07764253
Q200057,R231125,-0.0776443
Q200037,R218718,-0.07765959
Q200039,R232081,-0.0776819
Q200091,R207620,-0.077682346
Q200071,R205281,-0.0776934
Q200027,R205503,-0.07771921
Q200091,R206726,-0.077774644
Q200095,R203897,-0.07779856
Q200056,R217467,-0.077827275
Q200096,R216600,-0.077829
Q200056,R215154,-0.077830136
Q200072,R213857,-0.077836365
Q200021,R225822,-0.07784386
Q200095,R236088,-0.07785937
Q200018,R204911,-0.07787454
Q200042,R238133,-0.07789776
Q200012,R233815,-0.0778992
Q200070,R226761,-0.07790664
Q200100,R233666,-0.07791385
Q200061,R205257,-0.07791984
Q200038,R213510,-0.077929944
Q200087,R235587,-0.077930614
Q200095,R232523,-0.07793918
Q200087,R220077,-0.07795563
Q200074,R210922,-0.07795744
Q200014,R210936,-0.07797003
Q200056,R232190,-0.07797307
Q200100,R221344,-0.07799362
Q200012,R228129,-0.07800993
Q200056,R222435,-0.078027725
Q200091,R224615,-0.07803245
Q200029,R230685,-0.07803355
Q200051,R208907,-0.07803564
Q200037,R213358,-0.07804389
Q200072,R217983,-0.078047484
Q200045,R237445,-0.0780489
Q200011,R238440,-0.07805762
Q200059,R232001,-0.07807402
Q200042,R221105,-0.07807809
Q200038,R205371,-0.07807833
Q200011,R235737,-0.078078955
Q200036,R233359,-0.078090474
Q200063,R229604,-0.07810518
Q200020,R228327,-0.07813357
Q200009,R232699,-0.07814291
Q200067,R221664,-0.07815571
Q200064,R236093,-0.078160524
Q200093,R206622,-0.0781731
Q200093,R203234,-0.078189716
Q200100,R230894,-0.07820225
Q200095,R231690,-0.078216165
Q200059,R235076,-0.07821879
Q200035,R218568,-0.07823849
Q200011,R219437,-0.07825157
Q200098,R225263,-0.07825744
Q200096,R226350,-0.07825953
Q200059,R222015,-0.07827203
Q200013,R203229,-0.07828456
Q200035,R215284,-0.078296185
Q200067,R219472,-0.07829806
Q200005,R220669,-0.07831472
Q200020,R208052,-0.07841352
Q200096,R224724,-0.0784204
Q200042,R224660,-0.078445286
Q200002,R237005,-0.078449056
Q200063,R227221,-0.078457475
Q200084,R229223,-0.0784584
Q200036,R213226,-0.07845867
Q200014,R214272,-0.07846582
Q200030,R221533,-0.078483105
Q200058,R225146,-0.07851887
Q200063,R210052,-0.0785231
Q200075,R209146,-0.07852498
Q200056,R235280,-0.07854411
Q200035,R201024,-0.07854515
Q200008,R228698,-0.0785481
Q200095,R213675,-0.07856192
Q200066,R211250,-0.07858662
Q200012,R219999,-0.07860039
Q200071,R204793,-0.07861546
Q200035,R219303,-0.078633636
Q200063,R216604,-0.07863632
Q200039,R216487,-0.07866526
Q200086,R221101,-0.07866904
Q200053,R216197,-0.0786787
Q200035,R200921,-0.07868302
Q200095,R215750,-0.07868546
Q200073,R210552,-0.078697085
Q200088,R225326,-0.07871269
Q200013,R209039,-0.07871723
Q200035,R212713,-0.07871765
Q200067,R202740,-0.07871956
Q200002,R200521,-0.07872012
Q200011,R211055,-0.07874592
Q200070,R203987,-0.07875669
Q200058,R218836,-0.078757435
Q200035,R239972,-0.078765154
Q200063,R224144,-0.07879484
Q200035,R226414,-0.07881263
Q200031,R231067,-0.078816086
Q200071,R221901,-0.078852296
Q200068,R237547,-0.07887268
Q200063,R207398,-0.0788919
Q200031,R219014,-0.07889259
Q200035,R235788,-0.07891393
Q200071,R203265,-0.078926384
Q200083,R220526,-0.0789316
Q200012,R229414,-0.0789337
Q200013,R226774,-0.07894236
Q200014,R221684,-0.078949004
Q200010,R217978,-0.07895148
Q200043,R230135,-0.07897666
Q200030,R231522,-0.07898396
Q200086,R202522,-0.07902196
Q200075,R239638,-0.07902542
Q200071,R227853,-0.07902694
Q200035,R213876,-0.07905871
Q200065,R218389,-0.079064086
Q200065,R231137,-0.07906605
Q200085,R239739,-0.07909015
Q200093,R222037,-0.079092324
Q200012,R202088,-0.07913904
Q200013,R215189,-0.07914585
Q200091,R210117,-0.07915397
Q200090,R234355,-0.07916655
Q200011,R200687,-0.079170376
Q200035,R225949,-0.07917081
Q200063,R229748,-0.07917769
Q200095,R218368,-0.079189554
Q200012,R240046,-0.07919143
Q200056,R201659,-0.0792065
Q200049,R226451,-0.079210475
Q200084,R222289,-0.07921475
Q200041,R222680,-0.07921536
Q200021,R226227,-0.07922205
Q200036,R203808,-0.07923502
Q200015,R234124,-0.079246536
Q200086,R210786,-0.079257265
Q200059,R208926,-0.07925776
Q200020,R209782,-0.07925816
Q200035,R223054,-0.07926169
Q200086,R236485,-0.079270676
Q200050,R210688,-0.07927096
Q200020,R223903,-0.07927294
Q200091,R211592,-0.079276234
Q200056,R224005,-0.07929462
Q200012,R225533,-0.07930291
Q200091,R216450,-0.07930815
Q200035,R224009,-0.07932013
Q200042,R220838,-0.07934514
Q200068,R228449,-0.079347506
Q200086,R200042,-0.079351634
Q200091,R227282,-0.07935338
Q200039,R206263,-0.079366446
Q200056,R206671,-0.0793668
Q200012,R223660,-0.07936874
Q200072,R209827,-0.079371825
Q200063,R217868,-0.07937296
Q200081,R216044,-0.07937302
Q200012,R211446,-0.079378024
Q200056,R208116,-0.079404816
Q200027,R217414,-0.07940817
Q200014,R240026,-0.07943037
Q200095,R236286,-0.079442024
Q200069,R202913,-0.07944593
Q200056,R227101,-0.079460084
Q200075,R239235,-0.07947722
Q200012,R225780,-0.079517335
Q200084,R219683,-0.07952587
Q200037,R237294,-0.07953879
Q200075,R227572,-0.079561934
Q200015,R226667,-0.07957734
Q200053,R228560,-0.0795804
Q200007,R238283,-0.07958293
Q200096,R208063,-0.079584286
Q200020,R228008,-0.07958993
Q200040,R233700,-0.07963827
Q200089,R200193,-0.079639316
Q200091,R204998,-0.0796397
Q200012,R216361,-0.07965097
Q200042,R211839,-0.07966022
Q200035,R221417,-0.07966432
Q200028,R218848,-0.07966921
Q200091,R217291,-0.07966924
Q200023,R213022,-0.07967043
Q200055,R212212,-0.07968162
Q200012,R208958,-0.079686135
Q200063,R203193,-0.0796963
Q200043,R220215,-0.079735145
Q200098,R228341,-0.0797414
Q200067,R209667,-0.07975143
Q200067,R222899,-0.07976
Q200070,R208084,-0.07977006
Q200013,R210687,-0.07977651
Q200100,R213073,-0.07977921
Q200095,R206289,-0.07981828
Q200093,R209594,-0.07985756
Q200071,R203417,-0.079874724
Q200023,R235684,-0.07988492
Q200055,R223921,-0.07989699
Q200009,R213337,-0.07991406
Q200093,R224231,-0.079916686
Q200011,R222687,-0.07992779
Q200042,R211100,-0.079933494
Q200068,R231461,-0.0799751
Q200092,R239230,-0.07998748
Q200042,R209866,-0.0799956
Q200072,R204246,-0.07999645
Q200013,R209227,-0.08002007
Q200088,R214568,-0.08002347
Q200095,R228958,-0.08007772
Q200093,R218188,-0.08007944
Q200046,R218198,-0.0800972
Q200011,R221005,-0.08010194
Q200027,R226053,-0.080139205
Q200095,R231039,-0.08019194
Q200023,R218695,-0.0801997
Q200038,R233901,-0.08020505
Q200063,R215284,-0.08020669
Q200038,R207853,-0.080213875
Q200041,R208474,-0.08022101
Q200085,R211735,-0.08022173
Q200023,R206003,-0.080233246
Q200035,R230830,-0.08023681
Q200063,R235438,-0.080246165
Q200072,R221621,-0.08024986
Q200014,R232774,-0.08025204
Q200071,R209479,-0.08026308
Q200007,R224059,-0.080264434
Q200063,R202288,-0.08027014
Q200021,R213596,-0.08027956
Q200010,R213280,-0.08028132
Q200087,R223191,-0.08029148
Q200093,R212528,-0.08029197
Q200035,R234529,-0.08029565
Q200088,R223591,-0.080328524
Q200047,R220387,-0.08034247
Q200068,R227071,-0.08034973
Q200084,R216817,-0.080356956
Q200072,R217681,-0.08036764
Q200063,R222287,-0.08040482
Q200030,R227680,-0.08041513
Q200093,R216767,-0.08041537
Q200095,R228913,-0.08042602
Q200040,R210969,-0.08043632
Q200056,R217620,-0.08043714
Q200018,R214634,-0.080439776
Q200088,R204700,-0.080446854
Q200064,R213928,-0.0804477
Q200004,R215059,-0.080457
Q200052,R219589,-0.0804674
Q200055,R228348,-0.08048087
Q200024,R204215,-0.080482796
Q200014,R219705,-0.08048606
Q200036,R237294,-0.08049944
Q200020,R216772,-0.080501616
Q200088,R208932,-0.08051211
Q200085,R206487,-0.080513135
Q200067,R201818,-0.08053449
Q200038,R216400,-0.08054203
Q200040,R205799,-0.08057149
Q200086,R202325,-0.08057311
Q200012,R221746,-0.080603644
Q200031,R211857,-0.08060628
Q200004,R228560,-0.08062111
Q200013,R220883,-0.08062714
Q200093,R228080,-0.08062798
Q200027,R215172,-0.08066873
Q200068,R235517,-0.08067599
Q200037,R216366,-0.080682516
Q200017,R215977,-0.080702975
Q200007,R233290,-0.08071394
Q200011,R218856,-0.08073713
Q200033,R212247,-0.08073768
Q200081,R202712,-0.08074227
Q200096,R203089,-0.08074942
Q200041,R210256,-0.080760986
Q200005,R201086,-0.080764204
Q200086,R236107,-0.08077109
Q200097,R232646,-0.080789804
Q200063,R214858,-0.0808139
Q200035,R226208,-0.08082819
Q200083,R222805,-0.08083619
Q200063,R237118,-0.08085102
Q200088,R232603,-0.080860764
Q200012,R200836,-0.080861956
Q200007,R210672,-0.080865934
Q200095,R213151,-0.080868945
Q200092,R214654,-0.08087614
Q200095,R238387,-0.08087638
Q200044,R236386,-0.08088359
Q200091,R213023,-0.0808866
Q200022,R201897,-0.08089593
Q200012,R221992,-0.08089736
Q200035,R236342,-0.080904126
Q200086,R206875,-0.080932975
Q200086,R227671,-0.08096565
Q200011,R216735,-0.08099598
Q200036,R215947,-0.08101314
Q200009,R206468,-0.081014365
Q200055,R222706,-0.08103566
Q200095,R237132,-0.081043154
Q200027,R215100,-0.0810478
Q200058,R234651,-0.08105409
Q200072,R214141,-0.0810584
Q200047,R203517,-0.08106676
Q200029,R231382,-0.08106892
Q200012,R205470,-0.0810757
Q200032,R223923,-0.08107893
Q200007,R208613,-0.0810893
Q200073,R225307,-0.081092924
Q200070,R202030,-0.08110215
Q200014,R240121,-0.08110401
Q200040,R210049,-0.08111417
Q200062,R234561,-0.08111735
Q200067,R232939,-0.08111918
Q200070,R233110,-0.08112271
Q200090,R231402,-0.081131175
Q200092,R238985,-0.08113232
Q200086,R224253,-0.08113319
Q200067,R215100,-0.081146926
Q200056,R233147,-0.08117764
Q200039,R213384,-0.08118509
Q200064,R214768,-0.08118816
Q200014,R215013,-0.08119744
Q200012,R235962,-0.08120172
Q200053,R213207,-0.081222534
Q200042,R216979,-0.081236556
Q200020,R240304,-0.081237465
Q200035,R215687,-0.08123848
Q200100,R200170,-0.08124727
Q200098,R206397,-0.08124772
Q200012,R203874,-0.08126122
Q200069,R204024,-0.08127068
Q200035,R204848,-0.08127357
Q200067,R219813,-0.08127828
Q200072,R221700,-0.08128621
Q200011,R236275,-0.08129074
Q200020,R217079,-0.081303954
Q200049,R210501,-0.08130416
Q200020,R220416,-0.08131185
Q200095,R202930,-0.08131482
Q200095,R228368,-0.08131726
Q200092,R229232,-0.0813176
Q200037,R238795,-0.08133641
Q200065,R220408,-0.0813365
Q200035,R216793,-0.08134571
Q200075,R228282,-0.08135155
Q200035,R211046,-0.081359476
Q200037,R209081,-0.08136606
Q200027,R239664,-0.08137843
Q200051,R225802,-0.081378594
Q200038,R226451,-0.08138126
Q200014,R201849,-0.0813977
Q200013,R215458,-0.08139929
Q200086,R222130,-0.08139977
Q200012,R234443,-0.08140111
Q200015,R205077,-0.08140582
Q200038,R232293,-0.08140649
Q200070,R215955,-0.08140977
Q200038,R215245,-0.08141358
Q200063,R225569,-0.0814172
Q200037,R236992,-0.08142418
Q200056,R232036,-0.08144036
Q200096,R200085,-0.08144224
Q200093,R204118,-0.0814431
Q200046,R207072,-0.08144528
Q200060,R227351,-0.08145322
Q200072,R213829,-0.081465885
Q200092,R228912,-0.08149114
Q200063,R209340,-0.081495345
Q200048,R237155,-0.08149545
Q200020,R213577,-0.08149549
Q200086,R201294,-0.081501156
Q200038,R229090,-0.08150335
Q200039,R206517,-0.081505194
Q200074,R213694,-0.08150746
Q200011,R224612,-0.08151041
Q200012,R231513,-0.08152263
Q200089,R215970,-0.08152528
Q200088,R209897,-0.08152686
Q200040,R202014,-0.08153531
Q200007,R238955,-0.08153777
Q200092,R223339,-0.08155401
Q200098,R221027,-0.0815582
Q200086,R240284,-0.08156398
Q200005,R235296,-0.08157891
Q200009,R217316,-0.081587106
Q200095,R236450,-0.08158979
Q200017,R212580,-0.08159636
Q200031,R236911,-0.08159882
Q200086,R206931,-0.08161175
Q200057,R228543,-0.08163366
Q200098,R237196,-0.081649974
Q200012,R219507,-0.08165705
Q200039,R237947,-0.0816658
Q200010,R213777,-0.08170298
Q200058,R228814,-0.08171587
Q200056,R207133,-0.08172265
Q200011,R238939,-0.081753045
Q200015,R235385,-0.08177236
Q200011,R229580,-0.081773
Q200057,R203283,-0.081773326
Q200066,R210902,-0.08177422
Q200095,R236562,-0.081786156
Q200031,R233104,-0.08179703
Q200039,R211335,-0.08180973
Q200014,R230622,-0.081832364
Q200011,R212220,-0.08185093
Q200088,R211818,-0.08187193
Q200095,R215108,-0.08188529
Q200088,R237030,-0.08188556
Q200097,R203044,-0.08189687
Q200004,R226015,-0.081914306
Q200095,R235586,-0.081921354
Q200064,R201219,-0.08198537
Q200095,R236480,-0.08199203
Q200012,R222575,-0.08199884
Q200043,R222311,-0.08202398
Q200037,R232763,-0.0820241
Q200003,R218412,-0.08205548
Q200011,R209635,-0.08205716
Q200085,R239666,-0.08205925
Q200083,R206748,-0.08206406
Q200066,R219971,-0.08206457
Q200062,R236115,-0.082080215
Q200063,R215020,-0.08208059
Q200039,R204506,-0.08208251
Q200015,R239813,-0.08208346
Q200088,R229399,-0.082090214
Q200070,R203166,-0.08209267
Q200012,R209761,-0.082126126
Q200031,R222749,-0.08213431
Q200039,R229575,-0.082138866
Q200095,R204853,-0.082139164
Q200020,R237681,-0.08214262
Q200066,R236659,-0.082143754
Q200012,R230503,-0.08215965
Q200093,R202881,-0.08216308
Q200063,R214911,-0.08218497
Q200002,R232325,-0.08220716
Q200012,R239006,-0.08222298
Q200014,R222584,-0.08222397
Q200084,R239663,-0.08222926
Q200083,R218137,-0.08223735
Q200011,R220345,-0.0822407
Q200063,R239198,-0.08225764
Q200064,R203160,-0.082260266
Q200064,R224910,-0.08227697
Q200095,R212658,-0.0822901
Q200040,R208046,-0.082294434
Q200035,R211805,-0.08229917
Q200093,R206117,-0.08230746
Q200057,R210133,-0.08231725
Q200031,R216937,-0.082323074
Q200061,R229541,-0.082328886
Q200044,R202410,-0.08233461
Q200088,R225276,-0.08234997
Q200039,R229252,-0.082353055
Q200013,R223797,-0.082356036
Q200067,R215287,-0.08235958
